29979.992507	51177.738747	-11341.386895	-4759.960444	9760.135086	9675.645492	19651.273745	6005.377293	28517.920198	55847.129923	-187500.022352	-165254.739255	-187500.022352	15167.424401	5471.796450	-187500.022352
30015.598835	51215.066161	-11396.886277	-5131.133512	9778.217647	9694.152736	19424.314132	5995.073139	29041.040425	56751.056820	-187500.022352	-164111.335768	-187500.022352	16346.210700	5975.738880	-187500.022352
29987.055658	51182.700835	-11338.615279	-4841.141980	9762.638481	9678.595922	19642.780083	6011.702837	28480.659840	55845.408838	-187500.022352	-165234.779147	-187500.022352	15167.647918	5420.119216	-187500.022352
30014.011862	51218.038943	-11398.316788	-5042.464142	9783.604417	9699.271285	19435.579411	6000.795186	29084.581624	56741.892605	-187500.022352	-164108.586503	-187500.022352	16335.481862	6036.423866	-187500.022352
29979.187844	51183.170221	-11343.130331	-4923.843434	9775.736603	9684.765003	19633.057074	6016.284945	28459.403331	55870.889827	-187500.022352	-165192.176723	-187500.022352	15200.348520	5378.522620	-187500.022352
30003.551245	51208.517099	-11407.257486	-4946.955138	9784.409080	9697.796070	19448.208147	6000.839889	29099.467885	56706.308628	-187500.022352	-164153.893489	-187500.022352	16287.760888	6067.202218	-187500.022352
29975.097474	51174.944779	-11352.294547	-5018.033685	9773.121449	9683.289788	19612.225248	6016.910793	28442.974799	55912.531127	-187500.022352	-165150.423664	-187500.022352	15264.654489	5351.409954	-187500.022352
30002.545417	51204.113806	-11399.859059	-4856.229407	9777.815315	9696.298503	19466.782447	6000.817537	29086.392115	56638.560490	-187500.022352	-164240.908830	-187500.022352	16199.583256	6075.114736	-187500.022352
29982.250033	51181.069157	-11343.510311	-5103.260887	9778.217647	9682.172201	19594.545018	6011.881651	28449.970895	55985.755442	-187500.022352	-165036.899154	-187500.022352	15361.817522	5349.599463	-187500.022352
30001.047850	51204.538489	-11387.945579	-4778.467688	9770.998033	9693.929219	19489.335357	5999.521136	29062.073417	56556.060202	-187500.022352	-164328.594724	-187500.022352	16093.971264	6066.598721	-187500.022352
29987.212120	51188.579343	-11351.713401	-5189.739786	9775.647196	9685.301445	19562.291451	6009.288849	28487.432419	56080.169210	-187500.022352	-164905.761469	-187500.022352	15489.356576	5370.498344	-187500.022352
29998.030364	51198.771739	-11384.168134	-4704.550469	9767.421754	9690.665864	19518.638494	5992.525040	29020.588579	56453.711564	-187500.022352	-164443.773263	-187500.022352	15965.024050	6025.806788	-187500.022352
29986.787437	51189.406358	-11358.709497	-5249.888331	9780.229304	9688.900076	19536.698703	6005.757273	28539.377873	56183.903656	-187500.022352	-164779.094133	-187500.022352	15632.720665	5410.865594	-187500.022352
29983.099399	51186.925314	-11382.044719	-4647.754687	9767.108830	9690.263532	19543.963020	5996.704816	28958.361323	56333.280365	-187500.022352	-164593.284082	-187500.022352	15820.631781	5966.395851	-187500.022352
29981.512425	51187.484108	-11374.981567	-5303.957201	9777.122411	9685.256742	19503.461659	6000.214040	28601.962757	56296.489393	-187500.022352	-164614.987625	-187500.022352	15782.387946	5475.238618	-187500.022352
29978.964326	51180.912695	-11379.764841	-4622.094884	9757.519931	9680.406413	19567.946442	5991.072177	28883.952365	56219.554689	-187500.022352	-164716.330435	-187500.022352	15671.411535	5892.545687	-187500.022352
29986.988603	51184.488974	-11379.474268	-5332.790951	9772.652062	9677.746556	19466.022487	5988.144098	28679.366848	56410.148014	-187500.022352	-164460.425313	-187500.022352	15935.095064	5553.089744	-187500.022352
29976.304469	51172.910771	-11364.342137	-4614.674105	9756.603510	9671.331605	19589.493524	5987.361787	28801.809705	56108.824147	-187500.022352	-164844.472986	-187500.022352	15530.327324	5809.732474	-187500.022352
29992.867111	51191.887402	-11378.356681	-5327.605346	9784.207914	9680.384061	19447.761112	5993.709683	28756.972105	56514.821233	-187500.022352	-164342.005770	-187500.022352	16070.077249	5638.294594	-187500.022352
29975.030419	51176.129422	-11354.797942	-4613.221242	9765.499504	9673.052689	19612.158193	6000.817537	28715.599026	56011.996390	-187500.022352	-164986.048935	-187500.022352	15398.876715	5717.129197	-187500.022352
30002.701879	51202.012742	-11383.877562	-5296.849346	9789.639388	9685.524963	19435.042970	5998.872936	28843.875688	56616.253449	-187500.022352	-164210.689272	-187500.022352	16191.804849	5741.358488	-187500.022352
29980.394838	51176.822326	-11345.589023	-4637.092905	9767.801734	9680.987558	19635.694580	6007.545412	28636.786775	55934.212319	-187500.022352	-165064.011820	-187500.022352	15295.321083	5631.924347	-187500.022352
30003.350079	51201.409245	-11394.673454	-5245.149761	9778.999958	9686.687253	19414.591123	5989.149927	28927.404157	56693.389320	-187500.022352	-164106.172515	-187500.022352	16290.040766	5840.734344	-187500.022352
29971.454140	51166.719337	-11347.421866	-4687.473737	9755.776495	9670.348128	19630.084292	5996.861279	28570.245632	55877.885923	-187500.022352	-165121.656969	-187500.022352	15222.275582	5541.042154	-187500.022352
30001.919568	51198.235297	-11399.590838	-5179.726205	9775.714251	9680.965207	19412.802984	5984.098433	28996.292233	56734.471826	-187500.022352	-164054.607040	-187500.022352	16338.476996	5918.585470	-187500.022352
29970.180091	51166.182895	-11349.008840	-4763.626130	9757.698745	9661.206265	19640.075521	5996.548354	28511.684061	55847.912234	-187500.022352	-165168.349763	-187500.022352	15181.707165	5466.297921	-187500.022352
30003.707707	51203.644419	-11406.542230	-5105.317248	9777.368281	9680.741689	19420.290818	5991.720377	29047.053045	56750.654489	-187500.022352	-164024.253371	-187500.022352	16358.638270	5981.751499	-187500.022352
29969.330724	51164.685329	-11349.858206	-4849.769753	9763.107868	9661.698003	19639.941411	6004.237354	28470.154520	55849.543911	-187500.022352	-165146.735626	-187500.022352	15181.550703	5401.701379	-187500.022352
30003.081859	51198.190594	-11405.983437	-5023.420456	9780.944560	9681.233428	19439.356856	5993.508517	29082.391153	56742.451399	-187500.022352	-164031.025950	-187500.022352	16339.058142	6035.798017	-187500.022352
29972.191748	51161.980767	-11346.393686	-4944.339984	9770.372185	9668.694099	19635.001675	6013.043942	28450.060302	55886.983083	-187500.022352	-165094.566655	-187500.022352	15224.689570	5367.726727	-187500.022352
29996.264576	51190.345131	-11408.687998	-4935.935728	9776.675376	9682.529829	19450.622135	5996.883630	29097.679746	56709.236706	-187500.022352	-164072.287270	-187500.022352	16291.448926	6068.297454	-187500.022352
29969.755408	51163.008948	-11355.624957	-5035.646860	9768.427583	9666.928311	19606.279684	6010.294677	28441.432529	55937.229805	-187500.022352	-165040.296619	-187500.022352	15295.410489	5344.637375	-187500.022352
29997.940957	51191.887402	-11404.754091	-4833.743552	9772.026214	9683.155678	19467.631813	5997.978866	29089.275490	56637.264089	-187500.022352	-164157.089789	-187500.022352	16201.147878	6079.361567	-187500.022352
29978.204367	51167.747518	-11354.887349	-5118.527129	9773.859057	9670.683404	19583.346794	6012.105168	28465.527709	56016.086759	-187500.022352	-164913.428117	-187500.022352	15398.139107	5354.427440	-187500.022352
30006.211103	51198.123538	-11389.398442	-4743.844836	9774.775478	9684.228561	19496.599674	6002.270401	29065.828510	56548.997050	-187500.022352	-164254.319877	-187500.022352	16079.308519	6064.721175	-187500.022352
29991.749524	51176.732919	-11357.346041	-5186.588190	9777.547095	9673.723242	19560.212739	6016.173186	28507.906617	56120.916441	-187500.022352	-164783.408020	-187500.022352	15526.661638	5389.072643	-187500.022352
29994.051754	51179.660997	-11392.304169	-4682.824574	9765.477153	9681.479297	19526.282790	6008.238317	29019.627454	56452.862198	-187500.022352	-164377.969727	-187500.022352	15946.293288	6026.969078	-187500.022352
29981.378315	51169.021567	-11366.510256	-5257.823200	9772.562656	9679.221771	19528.853241	6017.022552	28558.779187	56222.169843	-187500.022352	-164665.703734	-187500.022352	15666.471799	5433.843188	-187500.022352
29985.289870	51174.721262	-11384.793983	-4631.549672	9761.073859	9683.602713	19545.058256	6006.360770	28960.104759	56339.807074	-187500.022352	-164531.123880	-187500.022352	15804.382062	5973.481354	-187500.022352
29984.664021	51174.900076	-11377.127335	-5298.659837	9772.383842	9674.974939	19481.936929	6000.236392	28625.342682	56340.276461	-187500.022352	-164505.732299	-187500.022352	15819.827118	5501.814842	-187500.022352
